variant_id	variant_name	chemical_id	chemical_name
PA166153680	rs2234922	PA449383	docetaxel
PA166153680	rs2234922	PA450947	phenytoin
PA166153680	rs2234922	PA451906	warfarin
PA166155759	rs6755571	PA166104276	ABT-751
PA166171040	rs7959663	PA450243	lithium
PA166153898	rs72549304	PA448771	capecitabine
PA166154189	rs66501115	PA450761	paclitaxel
PA166201527	rs3130907	PA448803	carboplatin
PA166201527	rs3130907	PA449748	gemcitabine
PA166156708	rs6295	PA164713257	Selective serotonin reuptake inhibitors
PA166156708	rs6295	PA164752812	milnacipran
PA166156708	rs6295	PA166129557	lurasidone
PA166156708	rs6295	PA449061	clozapine
PA166156708	rs6295	PA449673	fluoxetine
PA166156708	rs6295	PA449690	fluvoxamine
PA166156708	rs6295	PA450801	paroxetine
PA166156708	rs6295	PA451333	sertraline
PA166156708	rs6295	PA452229	antidepressants
PA166157834	rs12003906	PA448500	atorvastatin
PA166157834	rs12003906	PA451089	pravastatin
PA166157834	rs12003906	PA451363	simvastatin
PA166181364	rs1948	PA450626	nicotine
PA166153972	rs1799853	PA448691	busulfan
PA166153972	rs1799853	PA448871	celecoxib
PA166153972	rs1799853	PA450084	irbesartan
PA166153972	rs1799853	PA450947	phenytoin
PA166153972	rs1799853	PA451846	valproic acid
PA166153972	rs1799853	PA451906	warfarin
PA166153972	rs1799853	PA452637	hormonal contraceptives for systemic use
PA166157270	rs854548	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166171045	rs7588746	PA450243	lithium
PA166154079	rs7091672	PA164713176	Platinum compounds
PA166250086	rs3764006	PA450428	methotrexate
PA166157111	rs6901146	PA448432	anastrozole
PA166157111	rs6901146	PA449563	exemestane
PA166161134	CYP2D6 normal metabolizer and ultrarapid metabolizer	PA166124478	endoxifen
PA166155037	rs2244613	PA165110351	dabigatran
PA166155037	rs2244613	PA448771	capecitabine
PA166153936	rs200687447	PA128406956	fluorouracil
PA166153936	rs200687447	PA448771	capecitabine
PA166170236	rs75041078	PA449760	glatiramer acetate
PA166184316	rs711355	PA451257	risperidone
PA166157153	rs9380142	PA128406956	fluorouracil
PA166157153	rs9380142	PA448771	capecitabine
PA166156796	rs2290732	PA448785	carbamazepine
PA166262101	rs150247689	PA450626	nicotine
PA166156100	rs2413739	PA448515	azathioprine
PA166156100	rs2413739	PA450379	mercaptopurine
PA166156100	rs2413739	PA450428	methotrexate
PA166155357	rs895819	PA128406956	fluorouracil
PA166155357	rs895819	PA448771	capecitabine
PA166153751	rs3766355	PA164774763	latanoprost
PA166156398	rs4402960	PA451234	repaglinide
PA166185903	rs398123212	PA166182881	migalastat
PA166155542	rs118204423	PA166131630	volatile anesthetics
PA166155542	rs118204423	PA451522	succinylcholine
PA166186212	rs28362731	PA449014	cisplatin
PA166210046	rs9937709	PA448073	ethanol
PA166157570	rs1801280	PA449014	cisplatin
PA166157570	rs1801280	PA449165	cyclophosphamide
PA166157570	rs1801280	PA450112	isoniazid
PA166157570	rs1801280	PA450947	phenytoin
PA166159769	rs141462178	PA448771	capecitabine
PA166178410	rs142244113	PA128406956	fluorouracil
PA166178410	rs142244113	PA449165	cyclophosphamide
PA166178410	rs142244113	PA449476	epirubicin
PA166161857	rs12191877	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166157307	rs1801368	PA448803	carboplatin
PA166157307	rs1801368	PA450761	paclitaxel
PA166283383	rs11125039	PA7000	sorafenib
PA166155365	rs1131882	PA448497	aspirin
PA166156848	rs7725278	PA131548935	drotrecogin alfa
PA166153946	rs290487	PA451234	repaglinide
PA166153946	rs290487	PA451578	tacrolimus
PA166153689	rs2274567	PA164776637	eculizumab
PA166253503	rs11545076	PA450428	methotrexate
PA166154094	rs8187710	PA10204	tenofovir
PA166154094	rs8187710	PA132595336	calcein
PA166154094	rs8187710	PA164760843	deferasirox
PA166154094	rs8187710	PA449412	doxorubicin
PA166154094	rs8187710	PA450264	lopinavir
PA166156567	rs2869950	PA450626	nicotine
PA166153906	rs75017182	PA128406956	fluorouracil
PA166153906	rs75017182	PA448771	capecitabine
PA166185647	rs5441	PA451333	sertraline
PA166181039	rs201929247	PA449211	dapsone
PA166184311	rs10170310	PA450688	olanzapine
PA166153777	rs4846051	PA450428	methotrexate
PA166199005	rs10995311	PA449899	hydrochlorothiazide
PA166155968	rs79085477	PA164760860	pegaspargase
PA166155968	rs79085477	PA449165	cyclophosphamide
PA166155968	rs79085477	PA449177	cytarabine
PA166155968	rs79085477	PA449212	daunorubicin
PA166155968	rs79085477	PA449247	dexamethasone
PA166155968	rs79085477	PA449412	doxorubicin
PA166155968	rs79085477	PA450428	methotrexate
PA166155968	rs79085477	PA451100	prednisone
PA166155968	rs79085477	PA451663	thioguanine
PA166155968	rs79085477	PA451879	vincristine
PA166178422	rs3805945	PA128406956	fluorouracil
PA166178422	rs3805945	PA449165	cyclophosphamide
PA166178422	rs3805945	PA449476	epirubicin
PA166155704	rs3738948	PA164713176	Platinum compounds
PA166257864	rs113100019	PA450369	meperidine
PA166156660	rs12505746	PA449899	hydrochlorothiazide
PA166218621	rs4732636	PA448685	buprenorphine
PA166218621	rs4732636	PA450401	methadone
PA166154510	rs1072388	PA449061	clozapine
PA166153789	rs7518660	PA448871	celecoxib
PA166268443	rs4736529	PA448497	aspirin
PA166268443	rs4736529	PA449053	clopidogrel
PA166155351	rs429358	PA133950441	hmg coa reductase inhibitors
PA166155351	rs429358	PA164712505	Antivirals for treatment of HIV infections, combinations
PA166155351	rs429358	PA166313301	lecanemab
PA166155351	rs429358	PA166350685	aducanumab
PA166155351	rs429358	PA451260	ritonavir
PA166155351	rs429358	PA451363	simvastatin
PA166155351	rs429358	PA451906	warfarin
PA166155351	rs429358	PA452632	acenocoumarol
PA166155835	rs13432159	PA451333	sertraline
PA166154849	rs749292	PA450196	letrozole
PA166170340	rs199564443	PA164712499	Antithyroid Preparations
PA166156277	rs6280	PA164742949	pramipexole
PA166156277	rs6280	PA449061	clozapine
PA166156277	rs6280	PA450213	levodopa
PA166156277	rs6280	PA450403	methamphetamine
PA166156277	rs6280	PA450464	methylphenidate
PA166156277	rs6280	PA450688	olanzapine
PA166156277	rs6280	PA450801	paroxetine
PA166156277	rs6280	PA451201	quetiapine
PA166156277	rs6280	PA451257	risperidone
PA166156277	rs6280	PA452618	opioids
PA166157638	rs11993031	PA449899	hydrochlorothiazide
PA166155419	rs4803418	PA450428	methotrexate
PA166154047	rs4148386	PA448785	carbamazepine
PA166156696	rs77107237	PA166114414	cotinine
PA166154028	rs3740066	PA128406956	fluorouracil
PA166154028	rs3740066	PA143485705	antiepileptics
PA166154028	rs3740066	PA164748728	mycophenolic acid
PA166154028	rs3740066	PA448785	carbamazepine
PA166154028	rs3740066	PA449165	cyclophosphamide
PA166154028	rs3740066	PA449412	doxorubicin
PA166154028	rs3740066	PA450085	irinotecan
PA166154028	rs3740066	PA451578	tacrolimus
PA166155765	rs7574296	PA7000	sorafenib
PA166156105	rs4253728	PA450921	phenprocoumon
PA166156105	rs4253728	PA451363	simvastatin
PA166156105	rs4253728	PA451578	tacrolimus
PA166155033	rs2238472	PA449383	docetaxel
PA166155033	rs2238472	PA451644	thalidomide
PA166184251	rs363225	PA448687	bupropion
PA166155584	rs8330	PA10251	atazanavir
PA166155584	rs8330	PA448015	acetaminophen
PA166155584	rs8330	PA451260	ritonavir
PA166155206	rs2289669	PA450395	metformin
PA166161836	TPMT low activity	PA448515	azathioprine
PA166161836	TPMT low activity	PA450379	mercaptopurine
PA166156506	rs1229976	PA166186245	acetaldehyde
PA166156885	rs17238540	PA133950441	hmg coa reductase inhibitors
PA166156885	rs17238540	PA448500	atorvastatin
PA166156885	rs17238540	PA449688	fluvastatin
PA166156885	rs17238540	PA450272	lovastatin
PA166156885	rs17238540	PA451089	pravastatin
PA166156885	rs17238540	PA451363	simvastatin
PA166157855	rs518329	PA449383	docetaxel
PA166156554	rs2306744	PA449177	cytarabine
PA166156554	rs2306744	PA449961	idarubicin
PA166154998	rs889299	PA165815771	farglitazar
PA166154998	rs889299	PA449782	glyburide
PA166262042	rs778019189	PA450626	nicotine
PA166290041	rs148009906	PA448687	bupropion
PA166290041	rs148009906	PA449441	efavirenz
PA166157561	rs1517114	PA450085	irinotecan
PA166153650	rs1801267	PA448771	capecitabine
PA166156837	rs4958381	PA448492	asparaginase
PA166157736	rs1778929	PA449061	clozapine
PA166155063	rs4240803	PA164754814	pregabalin
PA166155063	rs4240803	PA449720	gabapentin
PA166155063	rs4240803	PA450354	melphalan
PA166155418	rs4803381	PA164712720	Drugs used in nicotine dependence
PA166155418	rs4803381	PA448687	bupropion
PA166155418	rs4803381	PA450626	nicotine
PA166157563	rs1799929	PA164712708	Drugs For Treatment Of Tuberculosis
PA166157563	rs1799929	PA450112	isoniazid
PA166157563	rs1799929	PA450947	phenytoin
PA166157267	rs776746	PA10229	vardenafil
PA166157267	rs776746	PA10804	imatinib
PA166157267	rs776746	PA134308647	rosuvastatin
PA166157267	rs776746	PA162372840	sunitinib
PA166157267	rs776746	PA165111722	lumefantrine
PA166157267	rs776746	PA166163740	apixaban
PA166157267	rs776746	PA448500	atorvastatin
PA166157267	rs776746	PA448785	carbamazepine
PA166157267	rs776746	PA449167	cyclosporine
PA166157267	rs776746	PA449441	efavirenz
PA166157267	rs776746	PA450264	lopinavir
PA166157267	rs776746	PA450272	lovastatin
PA166157267	rs776746	PA450616	nevirapine
PA166157267	rs776746	PA450631	nifedipine
PA166157267	rs776746	PA450705	ondansetron
PA166157267	rs776746	PA451201	quetiapine
PA166157267	rs776746	PA451363	simvastatin
PA166157267	rs776746	PA451578	tacrolimus
PA166157267	rs776746	PA452618	opioids
PA166154549	rs2430561	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166157125	rs7754840	PA164712689	Dipeptidyl peptidase 4 (DPP-4) inhibitors
PA166155696	rs3087403	PA449014	cisplatin
PA166155537	rs118192172	PA133950441	hmg coa reductase inhibitors
PA166155537	rs118192172	PA164749136	desflurane
PA166155537	rs118192172	PA448710	caffeine
PA166155537	rs118192172	PA449461	enflurane
PA166155537	rs118192172	PA449845	halothane
PA166155537	rs118192172	PA450106	isoflurane
PA166155537	rs118192172	PA450434	methoxyflurane
PA166155537	rs118192172	PA451341	sevoflurane
PA166155537	rs118192172	PA451522	succinylcholine
PA166154365	rs2284449	PA449014	cisplatin
PA166154365	rs2284449	PA449748	gemcitabine
PA166155395	rs2279345	PA449441	efavirenz
PA166155961	rs6127921	PA449015	citalopram
PA166155480	rs28493229	PA164712817	Immunoglobulins
PA166156960	rs833069	PA164746012	ranibizumab
PA166182212	rs12148896	PA449748	gemcitabine
PA166155374	rs1800471	PA451261	rituximab
PA166164944	rs77834169	PA165950341	ivacaftor
PA166164944	rs77834169	PA166179845	ivacaftor / tezacaftor
PA166164944	rs77834169	PA166190041	elexacaftor / tezacaftor / ivacaftor
PA166157025	rs2233945	PA449515	etanercept
PA166153602	rs943580	PA164712462	Antiinflammatory agents, non-steroids
PA166157049	rs2789047	PA451850	vancomycin
PA166180145	rs7583431	PA449599	fentanyl
PA166156340	rs2056527	PA450626	nicotine
PA166164940	rs368505753	PA165950341	ivacaftor
PA166164940	rs368505753	PA166179845	ivacaftor / tezacaftor
PA166164940	rs368505753	PA166190041	elexacaftor / tezacaftor / ivacaftor
PA166248081	rs6690497	PA165291922	doxorubicinol
PA166248081	rs6690497	PA166248083	daunorubicinol
PA166350821	rs141666881	PA449441	efavirenz
PA166156353	rs2291078	PA128406956	fluorouracil
PA166156353	rs2291078	PA448771	capecitabine
PA166178423	rs117101815	PA128406956	fluorouracil
PA166178423	rs117101815	PA449165	cyclophosphamide
PA166178423	rs117101815	PA449476	epirubicin
PA166177116	rs9310658	PA10066	duloxetine
PA166185418	rs10432303	PA448073	ethanol
PA166153605	rs983332	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166210018	rs492602	PA448073	ethanol
PA166157375	rs3735451	PA450401	methadone
PA166157149	rs9369421	PA150481189	taxanes
PA166157149	rs9369421	PA448803	carboplatin
PA166181205	rs35068180	PA448970	chlorthalidone
PA166181205	rs35068180	PA450242	lisinopril
PA166181205	rs35068180	PA451089	pravastatin
PA166157089	rs3828913	PA164749390	peginterferon alfa-2a
PA166157089	rs3828913	PA164784024	peginterferon alfa-2b
PA166157089	rs3828913	PA451241	ribavirin
PA166180009	rs11606194	PA450626	nicotine
PA166161450	rs3731722	PA165958521	febuxostat
PA166161450	rs3731722	PA448320	allopurinol
PA166153766	rs4492666	PA449014	cisplatin
PA166153766	rs4492666	PA449748	gemcitabine
PA166154344	rs1946518	PA451241	ribavirin
PA166154344	rs1946518	PA451578	tacrolimus
PA166154344	rs1946518	PA451999	interferons
PA166155016	rs1799801	PA164713176	Platinum compounds
PA166396241	rs199654337	PA134308647	rosuvastatin
PA166396241	rs199654337	PA166185957	estrone sulfate
PA166199022	rs12521868	PA449899	hydrochlorothiazide
PA166158911	rs2853826	PA164712943	Nucleoside and nucleotide reverse transcriptase inhibitors
PA166158911	rs2853826	PA449441	efavirenz
PA166158911	rs2853826	PA450264	lopinavir
PA166158911	rs2853826	PA451260	ritonavir
PA166157065	rs3097671	PA448497	aspirin
PA166176351	rs2241843	PA10832	corticosteroids
PA166176960	rs757978	PA450464	methylphenidate
PA166181731	rs147255955	PA450373	mephenytoin
PA166181731	rs147255955	PA450401	methadone
PA166181731	rs147255955	PA450704	omeprazole
PA166198781	rs55663133	PA10799	anakinra
PA166198781	rs55663133	PA165958358	canakinumab
PA166179353	rs544027339	PA450947	phenytoin
PA166156595	rs4694362	PA449748	gemcitabine
PA166165415	rs121913530	PA166246421	adagrasib
PA166165415	rs121913530	PA166246441	sotorasib
PA166177131	rs6479008	PA10066	duloxetine
PA166157522	rs113488022	PA10040	cetuximab
PA166157522	rs113488022	PA165946873	vemurafenib
PA166157522	rs113488022	PA166114911	dabrafenib
PA166157522	rs113488022	PA166115364	trametinib
PA166157522	rs113488022	PA166124615	pembrolizumab
PA166157522	rs113488022	PA166129522	nivolumab
PA166157522	rs113488022	PA166129523	atezolizumab
PA166157522	rs113488022	PA166160044	cobimetinib
PA166157522	rs113488022	PA166179867	binimetinib
PA166157522	rs113488022	PA166179872	encorafenib
PA166157522	rs113488022	PA166277902	nivolumab / relatlimab
PA166157522	rs113488022	PA166345561	tovorafenib
PA166164956	rs202179988	PA165950341	ivacaftor
PA166164956	rs202179988	PA166179845	ivacaftor / tezacaftor
PA166164956	rs202179988	PA166190041	elexacaftor / tezacaftor / ivacaftor
PA166155607	rs887829	PA10251	atazanavir
PA166155607	rs887829	PA164760843	deferasirox
PA166155607	rs887829	PA451257	risperidone
PA166155607	rs887829	PA451906	warfarin
PA166319122	rs376273539	PA128406956	fluorouracil
PA166157332	rs2228075	PA450566	mycophenolate mofetil
PA166185909	rs398123226	PA166182881	migalastat
PA166157445	rs10280101	PA448385	amitriptyline
PA166157445	rs10280101	PA449015	citalopram
PA166157445	rs10280101	PA450801	paroxetine
PA166157445	rs10280101	PA451866	venlafaxine
PA166186236	rs6902771	PA164781343	varenicline
PA166153582	rs642990	PA449748	gemcitabine
PA166321181	rs143004875	PA128406956	fluorouracil
PA166321181	rs143004875	PA448771	capecitabine
PA166154117	rs10821936	PA165949771	Glucarpidase
PA166154117	rs10821936	PA450428	methotrexate
PA166160025	rs17126068	PA451906	warfarin
PA166155336	rs183205964	PA128406956	fluorouracil
PA166155336	rs183205964	PA448771	capecitabine
PA166155336	rs183205964	PA452620	tegafur
PA166154364	rs2283265	PA164764584	rasagiline
PA166154364	rs2283265	PA449072	cocaine
PA166154364	rs2283265	PA449376	disulfiram
PA166154364	rs2283265	PA450401	methadone
PA166154364	rs2283265	PA450464	methylphenidate
PA166154866	rs1703794	PA450428	methotrexate
PA166177207	rs7316769	PA10066	duloxetine
PA166319225	rs368146607	PA128406956	fluorouracil
PA166156971	rs1042151	PA448497	aspirin
PA166317622	rs1057519797	PA166293381	futibatinib
PA166155382	rs2108623	PA130620651	anthracyclines and related substances
PA166156053	rs518350	PA448068	salbutamol
PA166157951	BCHE deficiency	PA451522	succinylcholine
PA166154904	rs3813567	PA450626	nicotine
PA166170863	rs2248359	PA164760843	deferasirox
PA166170863	rs2248359	PA166201941	tenofovir disoproxil fumarate
PA166157069	rs3130501	PA448320	allopurinol
PA166157545	rs20575	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166154575	rs4149032	PA166184379	letermovir
PA166154575	rs4149032	PA451250	rifampin
PA166155477	rs28399468	PA450626	nicotine
PA166252261	rs10799590	PA452618	opioids
PA166177994	rs121918596	PA164749136	desflurane
PA166177994	rs121918596	PA166122627	chlorocresol
PA166177994	rs121918596	PA449461	enflurane
PA166177994	rs121918596	PA449845	halothane
PA166177994	rs121918596	PA450106	isoflurane
PA166177994	rs121918596	PA450434	methoxyflurane
PA166177994	rs121918596	PA451341	sevoflurane
PA166177994	rs121918596	PA451522	succinylcholine
PA166259904	rs7205113	PA448685	buprenorphine
PA166200161	rs2133896	PA448073	ethanol
PA166200161	rs2133896	PA450403	methamphetamine
PA166200161	rs2133896	PA452619	heroin
PA166155390	rs2269879	PA449899	hydrochlorothiazide
PA166154254	rs5128	PA450688	olanzapine
PA166154254	rs5128	PA451260	ritonavir
PA166154399	rs3750920	PA448033	acetylcysteine
PA166170184	rs4987102	PA449212	daunorubicin
PA166157398	rs4728709	PA450688	olanzapine
PA166157398	rs4728709	PA451879	vincristine
PA166200761	rs73885319	PA448499	atenolol
PA166200761	rs73885319	PA448970	chlorthalidone
PA166200761	rs73885319	PA449899	hydrochlorothiazide
PA166200761	rs73885319	PA450480	metoprolol
PA166156602	rs6551665	PA450464	methylphenidate
PA166274203	rs11198893	PA164712535	Beta Blocking Agents
PA166156148	rs28371703	PA166110256	bufuralol
PA166157143	rs9340799	PA164754789	conjugated estrogens
PA166157143	rs9340799	PA448432	anastrozole
PA166157143	rs9340799	PA450192	leflunomide
PA166157143	rs9340799	PA450196	letrozole
PA166157143	rs9340799	PA450344	medroxyprogesterone
PA166157143	rs9340799	PA451581	tamoxifen
PA166157595	rs3808607	PA448500	atorvastatin
PA166178412	rs118129530	PA128406956	fluorouracil
PA166178412	rs118129530	PA449165	cyclophosphamide
PA166178412	rs118129530	PA449476	epirubicin
PA166155929	rs2650972	PA450428	methotrexate
PA166153549	rs5065	PA448388	amlodipine
PA166153549	rs5065	PA448970	chlorthalidone
PA166156644	rs11269124	PA449051	clonidine
PA166153618	rs1061622	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166153618	rs1061622	PA449515	etanercept
PA166153618	rs1061622	PA452639	infliximab
PA166154916	rs4984241	PA451728	topiramate
PA166154916	rs4984241	PA451978	zonisamide
PA166155915	rs1127354	PA164783990	interferon alfa-2b, recombinant
PA166155915	rs1127354	PA164784024	peginterferon alfa-2b
PA166155915	rs1127354	PA448515	azathioprine
PA166155915	rs1127354	PA450379	mercaptopurine
PA166155915	rs1127354	PA450428	methotrexate
PA166155915	rs1127354	PA451241	ribavirin
PA166155915	rs1127354	PA452634	purine analogues
PA166156265	rs750996195	PA166110256	bufuralol
PA166156265	rs750996195	PA449273	dextromethorphan
PA166157816	rs10811661	PA451799	troglitazone
PA166154850	rs762551	PA10804	imatinib
PA166154850	rs762551	PA164760843	deferasirox
PA166154850	rs762551	PA448710	caffeine
PA166154850	rs762551	PA448785	carbamazepine
PA166154850	rs762551	PA449053	clopidogrel
PA166154850	rs762551	PA449061	clozapine
PA166154850	rs762551	PA450192	leflunomide
PA166154850	rs762551	PA450688	olanzapine
PA166154850	rs762551	PA450801	paroxetine
PA166154850	rs762551	PA452233	antipsychotics
PA166156612	rs6838116	PA164712308	Ace Inhibitors, Plain
PA166160865	rs2304429	PA451906	warfarin
PA166177140	rs58042962	PA10066	duloxetine
PA166223161	rs71103505	PA164712308	Ace Inhibitors, Plain
PA166153712	rs2502815	PA164781343	varenicline
PA166153712	rs2502815	PA449383	docetaxel
PA166157435	rs9282564	PA132595336	calcein
PA166157435	rs9282564	PA146096021	bisantrene
PA166157435	rs9282564	PA146096022	forskolin
PA166157435	rs9282564	PA450401	methadone
PA166157435	rs9282564	PA450550	morphine
PA166157435	rs9282564	PA450761	paclitaxel
PA166157435	rs9282564	PA451093	prazosin
PA166157435	rs9282564	PA451578	tacrolimus
PA166157435	rs9282564	PA451868	verapamil
PA166157435	rs9282564	PA451877	vinblastine
PA166157435	rs9282564	PA452618	opioids
PA166153939	rs374150125	PA128406956	fluorouracil
PA166153939	rs374150125	PA449027	cladribine
PA166153939	rs374150125	PA449748	gemcitabine
PA166155130	rs45511401	PA449412	doxorubicin
PA166153771	rs4648287	PA448499	atenolol
PA166157901	CYP2C19 poor metabolizers and intermediate metabolizers	PA10233	voriconazole
PA166156133	rs9332377	PA449014	cisplatin
PA166159072	rs16935279	PA143485705	antiepileptics
PA166178401	rs299293	PA128406956	fluorouracil
PA166178401	rs299293	PA449165	cyclophosphamide
PA166178401	rs299293	PA449476	epirubicin
PA166155806	rs11677416	PA450688	olanzapine
PA166155199	rs2071427	PA450243	lithium
PA166155114	rs13306673	PA164713347	Thiazides, plain
PA166157015	rs2075572	PA166114414	cotinine
PA166157015	rs2075572	PA448073	ethanol
PA166157015	rs2075572	PA450401	methadone
PA166157015	rs2075572	PA450403	methamphetamine
PA166157015	rs2075572	PA450550	morphine
PA166157015	rs2075572	PA450626	nicotine
PA166157015	rs2075572	PA452619	heroin
PA166155482	rs28933397	PA164749136	desflurane
PA166155482	rs28933397	PA449461	enflurane
PA166155482	rs28933397	PA449845	halothane
PA166155482	rs28933397	PA450106	isoflurane
PA166155482	rs28933397	PA450434	methoxyflurane
PA166155482	rs28933397	PA451341	sevoflurane
PA166155482	rs28933397	PA451522	succinylcholine
PA166157768	rs3849942	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166156755	rs1126643	PA448497	aspirin
PA166156755	rs1126643	PA449053	clopidogrel
PA166178402	rs138602176	PA128406956	fluorouracil
PA166178402	rs138602176	PA449165	cyclophosphamide
PA166178402	rs138602176	PA449476	epirubicin
PA166155402	rs3093105	PA451900	vitamin e
PA166156108	rs4646316	PA449014	cisplatin
PA166155976	rs225440	PA128406956	fluorouracil
PA166155976	rs225440	PA450085	irinotecan
PA166155976	rs225440	PA450198	leucovorin
PA166156544	rs2231142	PA10204	tenofovir
PA166156544	rs2231142	PA10804	imatinib
PA166156544	rs2231142	PA128406956	fluorouracil
PA166156544	rs2231142	PA131285527	oxaliplatin
PA166156544	rs2231142	PA131301952	gefitinib
PA166156544	rs2231142	PA134308647	rosuvastatin
PA166156544	rs2231142	PA162372840	sunitinib
PA166156544	rs2231142	PA162372878	dasatinib
PA166156544	rs2231142	PA164712948	Opioid anesthetics
PA166156544	rs2231142	PA164713083	Other general anesthetics
PA166156544	rs2231142	PA165958345	nilotinib
PA166156544	rs2231142	PA166114961	dolutegravir
PA166156544	rs2231142	PA166131630	volatile anesthetics
PA166156544	rs2231142	PA166163740	apixaban
PA166156544	rs2231142	PA166184498	ezetimibe / rosuvastatin
PA166156544	rs2231142	PA166353181	resmetirom
PA166156544	rs2231142	PA448320	allopurinol
PA166156544	rs2231142	PA448500	atorvastatin
PA166156544	rs2231142	PA448771	capecitabine
PA166156544	rs2231142	PA449165	cyclophosphamide
PA166156544	rs2231142	PA449412	doxorubicin
PA166156544	rs2231142	PA449441	efavirenz
PA166156544	rs2231142	PA449688	fluvastatin
PA166156544	rs2231142	PA449748	gemcitabine
PA166156544	rs2231142	PA450164	lamotrigine
PA166156544	rs2231142	PA450198	leucovorin
PA166156544	rs2231142	PA450428	methotrexate
PA166156544	rs2231142	PA451363	simvastatin
PA166156544	rs2231142	PA451547	sulfasalazine
PA166155599	rs724710	PA10804	imatinib
PA166155599	rs724710	PA10832	corticosteroids
PA166235724	rs4906902	PA452618	opioids
PA166262002	rs61605570	PA450626	nicotine
PA166179122	rs2228130	PA449748	gemcitabine
PA166157714	rs774359	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166394241	rs59569490	PA448492	asparaginase
PA166153818	rs10919563	PA10004	adalimumab
PA166153818	rs10919563	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166153818	rs10919563	PA449515	etanercept
PA166153818	rs10919563	PA452639	infliximab
PA166156413	rs6787801	PA165945763	cangrelor
PA166156413	rs6787801	PA449053	clopidogrel
PA166184308	rs2636697	PA451257	risperidone
PA166184295	rs16918875	PA450550	morphine
PA166156664	rs13120400	PA10804	imatinib
PA166156664	rs13120400	PA164760843	deferasirox
PA166156664	rs13120400	PA448866	ceftriaxone
PA166156664	rs13120400	PA450428	methotrexate
PA166156375	rs3732360	PA449383	docetaxel
PA166156706	rs4532	PA449269	dextroamphetamine
PA166156706	rs4532	PA450243	lithium
PA166156706	rs4532	PA450464	methylphenidate
PA166156706	rs4532	PA450626	nicotine
PA166155471	rs28399433	PA134521193	coumarin
PA166155471	rs28399433	PA449441	efavirenz
PA166155471	rs28399433	PA450626	nicotine
PA166155471	rs28399433	PA452620	tegafur
PA166157341	rs2235067	PA448385	amitriptyline
PA166157341	rs2235067	PA449015	citalopram
PA166157341	rs2235067	PA450801	paroxetine
PA166157341	rs2235067	PA451866	venlafaxine
PA166320023	rs774579695	PA128406956	fluorouracil
PA166155730	rs4553808	PA10252	bortezomib
PA166155730	rs4553808	PA449247	dexamethasone
PA166155730	rs4553808	PA450354	melphalan
PA166155730	rs4553808	PA451100	prednisone
PA166155730	rs4553808	PA451578	tacrolimus
PA166154732	rs9316233	PA10074	escitalopram
PA166157298	rs1468412	PA452233	antipsychotics
PA166210022	rs13382553	PA448073	ethanol
PA166154841	rs588765	PA164712720	Drugs used in nicotine dependence
PA166154841	rs588765	PA164781343	varenicline
PA166154841	rs588765	PA449072	cocaine
PA166154841	rs588765	PA450626	nicotine
PA166154938	rs16969968	PA164712720	Drugs used in nicotine dependence
PA166154938	rs16969968	PA164712950	Opium alkaloids and derivatives
PA166154938	rs16969968	PA164781343	varenicline
PA166154938	rs16969968	PA166114414	cotinine
PA166154938	rs16969968	PA448073	ethanol
PA166154938	rs16969968	PA448687	bupropion
PA166154938	rs16969968	PA449072	cocaine
PA166154938	rs16969968	PA450626	nicotine
PA166153921	rs137999090	PA448771	capecitabine
PA166163371	rs5744174	PA166048654	ustekinumab
PA166171039	rs61123830	PA450243	lithium
PA166178406	rs299313	PA128406956	fluorouracil
PA166178406	rs299313	PA449165	cyclophosphamide
PA166178406	rs299313	PA449476	epirubicin
PA166157487	rs35599367	PA448333	alprazolam
PA166157487	rs35599367	PA449167	cyclosporine
PA166157487	rs35599367	PA449273	dextromethorphan
PA166157487	rs35599367	PA449493	erythromycin
PA166157487	rs35599367	PA450496	midazolam
PA166157487	rs35599367	PA451363	simvastatin
PA166157487	rs35599367	PA451627	testosterone
PA166154109	rs10509680	PA451906	warfarin
PA166177191	rs17724464	PA10066	duloxetine
PA166170086	rs8176719	PA452637	hormonal contraceptives for systemic use
PA166184136	rs11969064	PA448515	azathioprine
PA166184136	rs11969064	PA450379	mercaptopurine
PA166184136	rs11969064	PA451663	thioguanine
PA166153643	rs1801131	PA10810	pemetrexed
PA166153643	rs1801131	PA128406956	fluorouracil
PA166153643	rs1801131	PA130232992	bevacizumab
PA166153643	rs1801131	PA131285527	oxaliplatin
PA166153643	rs1801131	PA164713398	Vitamin B-complex, Incl. Combinations
PA166153643	rs1801131	PA165290929	ethinyl estradiol / norelgestromin
PA166153643	rs1801131	PA166182939	l-methylfolate
PA166153643	rs1801131	PA448771	capecitabine
PA166153643	rs1801131	PA448803	carboplatin
